location_name,tso,country_hint,lat_lon,resistance_ohm,reactance_ohm,susceptance_us,segment_length_km
TR Cirkovce 412,ELES,si,"46.39306388888889, 15.72778055555556","","","",""
TR Conneforde/O T422,TENNETGMBH,de,"53.33, 8.05","","","",""
TR Conneforde/O T423,TENNETGMBH,de,"53.33, 8.05","","","",""
TR DUNOWO-A1,PSE,pl,"54.13, 16.1","","","",""
TR Dauersberg TR 421      ,AMPRION GMBH,de,"50.7692, 7.86583","","","",""
TR Dauersberg TR 422      ,AMPRION GMBH,de,"50.7692, 7.86583","","","",""
TR Diele T1,TENNETGMBH,de,"53.13, 7.31","","","",""
TR Divaca 211,ELES,si,"45.68305555555555, 13.96835555555556","","","",""
TR Divaca 212,ELES,si,"45.68305555555555, 13.96835555555556","","","",""
TR Divaca 411,ELES,si,"45.68305555555555, 13.96835555555556","","","",""
TR Divaca 412,ELES,si,"45.68305555555555, 13.96835555555556","","","",""
TR Doerpen/W T441,TENNETGMBH,de,"52.93, 7.34","","","",""
TR Doerpen/W T442,TENNETGMBH,de,"52.93, 7.34","","","",""
TR Doerpen/W T443,TENNETGMBH,de,"52.93, 7.34","","","",""
TR Doerpen/W T444,TENNETGMBH,de,"52.93, 7.34","","","",""
TR Eemshaven 380kV TR 401,TENNET NL,nl,"53.43, 6.87","","","",""
TR Eemshaven 380kV TR 402,TENNET NL,nl,"53.43, 6.87","","","",""
TR Eemshaven 380kV TR 423,TENNET NL,nl,"53.43, 6.87","","","",""
TR Eemshaven Hogeland 380kV TR 421,TENNET NL,nl,"53.42, 6.86","","","",""
TR Eiberg TR 421      ,AMPRION GMBH,de,"51.4517, 7.12611","","","",""
TR Emden/O T425,TENNETGMBH,de,"53.4, 7.35","","","",""
TR Emden/O T428,TENNETGMBH,de,"53.4, 7.35","","","",""
TR Ens 380kV TR 402,TENNET NL,nl,"52.62, 5.81","","","",""
TR Ens 380kV TR 403,TENNET NL,nl,"52.62, 5.81","","","",""
TR Ens 380kV TR 404,TENNET NL,nl,"52.62, 5.81","","","",""
TR Ensdorf TR 421      ,AMPRION GMBH,de,"49.2914, 6.77278","","","",""
TR Ernsthofen EHRHU41,APG,at,"48.124145, 14.477577","","","",""
TR Ernsthofen EHRHU42,APG,at,"48.124145, 14.477577","","","",""
TR Eula 220/400 401,50HERTZ,de,"51.1565, 12.5171","","","",""
TR Fedderwarden T421,TENNETGMBH,de,"53.55, 8.06","","","",""
TR Fedderwarden T422,TENNETGMBH,de,"53.55, 8.06","","","",""
TR GDANSK-A3,PSE,pl,"54.34, 18.44","","","",""
TR Gersteinwerk TR 421      ,AMPRION GMBH,de,"51.6758, 7.72167","","","",""
TR Gersteinwerk TR 422      ,AMPRION GMBH,de,"51.6758, 7.72167","","","",""
TR Gronau TR 441 E    ,AMPRION GMBH,de,"52.2033, 7.03556","","","",""
TR Grosskrotzenburg T421,TENNETGMBH,de,"50.12, 9.2","","","",""
TR Grosskrotzenburg T422,TENNETGMBH,de,"50.12, 9.2","","","",""
TR Grosskrotzenburg T423,TENNETGMBH,de,"50.12, 9.2","","","",""
TR Gutinas 400/220 1,TEL,"","46.223508, 26.820331","","","",""
TR Gutinas 400/220 2,TEL,"","46.223508, 26.820331","","","",""
TR Güstrow 220/400 403,50HERTZ,de,"53.816, 12.186","","","",""
TR Hamburg/Nord 220/400 405,50HERTZ,de,"53.7421, 9.9841","","","",""
TR Hamburg/Nord 220/400 406,50HERTZ,de,"53.7421, 9.9841","","","",""
TR Hanekenfaehr TR 421      ,AMPRION GMBH,de,"52.4769, 7.30632","","","",""
TR Hanekenfaher TR 441 E ,AMPRION GMBH,de,"52.4769, 7.30632","","","",""
TR Hanekenfaher TR 442 E ,AMPRION GMBH,de,"52.4769, 7.30632","","","",""
TR Hattingen TR 421      ,AMPRION GMBH,de,"51.3892, 7.17167","","","",""
TR Herbertingen TR 421      ,AMPRION GMBH,de,"48.0642, 9.42755","","","",""
TR Hradec T402,CEPS,cz,"50.3455923, 13.3220743","","","",""
TR Iernut 400/220 1,TEL,"","46.466123, 24.182796","","","",""
TR Iernut 400/220 2,TEL,"","46.466123, 24.182796","","","",""
TR Irsching T421,TENNETGMBH,de,"48.76, 11.58","","","",""
TR JOACHIMOW-A1,PSE,pl,"50.76, 19.32","","","",""
TR JOACHIMOW-A2,PSE,pl,"50.76, 19.32","","","",""
TR KIELCE-A1,PSE,pl,"50.9, 20.41","","","",""
TR KOZIENICE-A2,PSE,pl,"51.66, 21.46","","","",""
TR KRAJNIK-A2,PSE,pl,"53.2, 14.48","","","",""
TR KRAJNIK-A3,PSE,pl,"53.2, 14.48","","","",""
TR Klece 211,ELES,si,"46.09779444444445, 14.49444722222222","","","",""
TR Klece 212,ELES,si,"46.09779444444445, 14.49444722222222","","","",""
TR Krsko 411,ELES,si,"45.95918611111112, 15.49389444444444","","","",""
TR Krsko 412,ELES,si,"45.95918611111112, 15.49389444444444","","","",""
TR Kusenhorst TR 421      ,AMPRION GMBH,de,"51.6981, 7.06333","","","",""
TR LAGISZA-A2,PSE,pl,"50.35, 19.14","","","",""
TR LIXHE 380/220 TFO 11,ELIA,be,"50.7540061, 5.6691551","","","",""
TR LIXHE 380/220 TFO 6,ELIA,be,"50.7540061, 5.6691551","","","",""
TR Lacu Sarat 400/220 1,TEL,"","45.222798, 27.854934","","","",""
TR Lacu Sarat 400/220 2,TEL,"","45.222798, 27.854934","","","",""
TR Landesbergen T422,TENNETGMBH,de,"52.54, 9.13","","","",""
TR Landesbergen T423,TENNETGMBH,de,"52.54, 9.13","","","",""
TR Lienz LIRHU41,APG,at,"46.82507, 12.805809","","","",""
TR Lienz LIRHU42,APG,at,"46.82507, 12.805809","","","",""
TR Lienz LIRHU43,APG,at,"46.82507, 12.805809","","","",""
TR Lubmin 220/400 405,50HERTZ,de,"54.1394, 13.6821","","","",""
TR MIKULOWA-A1,PSE,pl,"51.09, 15.12","","","",""
TR MIKULOWA-A2,PSE,pl,"51.09, 15.12","","","",""
TR MILOSNA-A3,PSE,pl,"52.23, 21.29","","","",""
TR MONCEAU PST 1,ELIA,be,"50.395965, 4.3739438","","","",""
TR Maribor 411,ELES,si,"46.5278, 15.70974722222222","","","",""
TR Maribor 412,ELES,si,"46.5278, 15.70974722222222","","","",""
TR Martonvasar TR1,MAVIR,hu,"47.33801389, 18.83280278","","","",""
TR Martonvasar TR2,MAVIR,hu,"47.33801389, 18.83280278","","","",""
TR Marzahn 220/400 401,50HERTZ,de,"52.5356, 13.5242","","","",""
TR Marzahn 220/400 402,50HERTZ,de,"52.5356, 13.5242","","","",""
TR Meeden 380kV TR 402,TENNET NL,nl,"53.12, 6.95","","","",""
TR Mintia 400/220 1,TEL,"","45.916527, 22.831124","","","",""
TR Nauders NRPST21,APG,at,"46.858708, 10.506418","","","",""
TR Nauders NRPST22,APG,at,"46.858708, 10.506418","","","",""
TR Neuenhagen 220/400 401,50HERTZ,de,"52.5384, 13.7047","","","",""
TR Neuenhagen 220/400 402,50HERTZ,de,"52.5384, 13.7047","","","",""
TR Niederrhein TR 421      ,AMPRION GMBH,de,"51.6469, 6.68472","","","",""
TR Niederstedem TR 421      ,AMPRION GMBH,de,"49.9208, 6.47528","","","",""
TR Niederstedem TR 422      ,AMPRION GMBH,de,"49.9208, 6.47528","","","",""
TR Niederstedem TR 423      ,AMPRION GMBH,de,"49.9208, 6.47528","","","",""
TR OLSZTYN-MATK-A3,PSE,pl,"53.83, 20.35","","","",""
TR OLTARZEW-A1,PSE,pl,"52.21, 20.76","","","",""
TR OLTARZEW-A2,PSE,pl,"52.21, 20.76","","","",""
TR OSTROLEKA-A1,PSE,pl,"53.11, 21.62","","","",""
TR Oberbachern T421,TENNETGMBH,de,"48.29, 11.37","","","",""
TR Obersielach OSRHU41,APG,at,"46.669498, 14.682415","","","",""
TR Obersielach OSRHU42,APG,at,"46.669498, 14.682415","","","",""
TR Obersielach OSRHU43,APG,at,"46.669498, 14.682415","","","",""
TR Oberzier TR 442 E    ,AMPRION GMBH,de,"50.8711, 6.45694","","","",""
TR Okroglo 411,ELES,si,"46.25750277777778, 14.3225","","","",""
TR Okroglo 412,ELES,si,"46.25750277777778, 14.3225","","","",""
TR Opladen TR 421      ,AMPRION GMBH,de,"51.0711, 6.96583","","","",""
TR Opladen TR 422      ,AMPRION GMBH,de,"51.0711, 6.96583","","","",""
TR Ottenhofen T426,TENNETGMBH,de,"48.22, 11.93","","","",""
TR Ottenhofen T427,TENNETGMBH,de,"48.22, 11.93","","","",""
TR PATNOW-A2,PSE,pl,"52.3, 18.24","","","",""
TR POLANIEC-A2,PSE,pl,"50.44, 21.33","","","",""
TR POLKOWICE-A3,PSE,pl,"51.5, 16.08","","","",""
TR Pasewalk 220/400 404,50HERTZ,de,"53.5081, 14.034","","","",""
TR Pasewalk 220/400 405,50HERTZ,de,"53.5081, 14.034","","","",""
TR Pleinting T421,TENNETGMBH,de,"48.66, 13.1","","","",""
TR Pleinting T422,TENNETGMBH,de,"48.66, 13.1","","","",""
TR Podlog 211,ELES,si,"46.26556111111111, 15.13305833333333","","","",""
TR Podlog 212,ELES,si,"46.26556111111111, 15.13305833333333","","","",""
TR Podlog 411,ELES,si,"46.26556111111111, 15.13305833333333","","","",""
TR Podlog 421,ELES,si,"46.26556111111111, 15.13305833333333","","","",""
TR Portile de Fier 400/220 1,TEL,"","44.71, 22.56","","","",""
TR Portile de Fier 400/220 2,TEL,"","44.71, 22.56","","","",""
TR Portile de Fier 400/220 3,TEL,"","44.71, 22.56","","","",""
TR Prosenice T401,CEPS,cz,"49.5060122, 17.4980789","","","",""
TR RIMIERE 380/220 TFO 10,ELIA,be,"50.5403648, 5.4710296","","","",""
TR RIMIERE 380/220 TFO 8,ELIA,be,"50.5403648, 5.4710296","","","",""
TR RIMIERE 380/220 TFO 9,ELIA,be,"50.5403648, 5.4710296","","","",""
TR ROGOWIEC-A1,PSE,pl,"51.32, 19.33","","","",""
TR ROGOWIEC-A2,PSE,pl,"51.32, 19.33","","","",""
TR RZESZOW-A3,PSE,pl,"50.19, 21.87","","","",""
TR RZESZOW-A4,PSE,pl,"50.19, 21.87","","","",""
TR Raitersaich T421,TENNETGMBH,de,"49.38, 10.84","","","",""
TR Remptendorf 220/400 401,50HERTZ,de,"50.5336, 11.6465","","","",""
TR Remptendorf 220/400 402,50HERTZ,de,"50.5336, 11.6465","","","",""
TR Resita 400/220 kV 3,TEL,"","45.303539, 21.887308","","","",""
TR Rommerskirchen TR 421      ,AMPRION GMBH,de,"51.0097, 6.7025","","","",""
TR Rosiori 400/220,TEL,"","47.708787, 23.220763","","","",""
TR Röhrsdorf 220/400 402,50HERTZ,de,"50.859, 12.811","","","",""
TR Röhrsdorf 220/400 403,50HERTZ,de,"50.859, 12.811","","","",""
TR STEVIN 380/220 TFO 3,ELIA,be,"51.313274, 3.184779","","","",""
TR STEVIN 380/220 TFO 4,ELIA,be,"51.313274, 3.184779","","","",""
TR STEVIN 380/220 TFO 5,ELIA,be,"51.313274, 3.184779","","","",""
TR STEVIN 380/220 TFO 6,ELIA,be,"51.313274, 3.184779","","","",""
TR SWIEBODZICE-A3,PSE,pl,"50.85, 16.35","","","",""
TR Sajoszoged TR3,MAVIR,hu,"47.94208333, 20.97155278","","","",""
TR Sechtem TR 421      ,AMPRION GMBH,de,"50.7967, 6.97306","","","",""
TR Sibiu Sud 400/220 1,TEL,"","45.788714, 24.143314","","","",""
TR Sibiu Sud 400/220 2,TEL,"","45.788714, 24.143314","","","",""
TR Siegburg TR 421      ,AMPRION GMBH,de,"50.7988, 7.19187","","","",""
TR Siems T421,TENNETGMBH,de,"53.9, 10.79","","","",""
TR Slatina 400/220 1,TEL,"","44.463283, 24.413424","","","",""
TR Slatina 400/220 2,TEL,"","44.463283, 24.413424","","","",""
TR Sokolnice T401,CEPS,cz,"49.1156709, 16.6966224","","","",""
TR Sottrum T421,TENNETGMBH,de,"53.12, 9.25","","","",""
TR St. Peter SPRHU41,APG,at,"48.112933, 13.139648","","","",""
TR St. Peter SPRHU42,APG,at,"48.112933, 13.139648","","","",""
TR St. Peter SPRHU43,APG,at,"48.112933, 13.139648","","","",""
TR St. Peter TR 422,AMPRION GMBH,de,"51.1247, 6.80222","","","",""
TR St. Peter TR 423     ,AMPRION GMBH,de,"51.1247, 6.80222","","","",""
TR Stade/W T421,TENNETGMBH,de,"53.62, 9.52","","","",""
TR Stade/W T422,TENNETGMBH,de,"53.62, 9.52","","","",""
TR Tauern TARHU43,APG,at,"47.277609, 12.739695","","","",""
TR Thyrow 220/400 401,50HERTZ,de,"52.2309, 13.3049","","","",""
TR Tiengen TR 421      ,AMPRION GMBH,de,"47.6354, 8.2582","","","",""
TR Uchtelfangen TR 421      ,AMPRION GMBH,de,"49.3781, 6.99861","","","",""
TR Unterweser T421,TENNETGMBH,de,"53.43, 8.47","","","",""
TR Urberach TR 421      ,AMPRION GMBH,de,"49.9767, 8.77333","","","",""
TR Urberach TR 422      ,AMPRION GMBH,de,"49.9767, 8.77333","","","",""
TR Utfort TR 421      ,AMPRION GMBH,de,"51.4756, 6.61889","","","",""
TR Utfort TR 422      ,AMPRION GMBH,de,"51.4756, 6.61889","","","",""
TR VAN EYCK PST 1,ELIA,be,"51.1213005, 5.7739249","","","",""
TR VAN EYCK PST 2,ELIA,be,"51.1213005, 5.7739249","","","",""
TR Vieselbach 220/400 402,50HERTZ,de,"51.0003, 11.1241","","","",""
TR Vieselbach 220/400 403,50HERTZ,de,"51.0003, 11.1241","","","",""
TR Voehringen TR 421      ,AMPRION GMBH,de,"48.2678, 10.0825","","","",""
TR WIELOPOLE-A3,PSE,pl,"50.12, 18.54","","","",""
TR Wahle T421,TENNETGMBH,de,"52.33, 10.36","","","",""
TR Wahle T422,TENNETGMBH,de,"52.33, 10.36","","","",""
TR Walsum TR 421      ,AMPRION GMBH,de,"51.5278, 6.71694","","","",""
TR Wehrendorf TR 421      ,AMPRION GMBH,de,"52.3457, 8.30841","","","",""
TR Weissenthurm TR 421      ,AMPRION GMBH,de,"50.4005, 7.45035","","","",""
TR Westerkappeln TR 421      ,AMPRION GMBH,de,"52.2783, 7.89056","","","",""
TR Westtirol WTRHU41,APG,at,"47.243981, 10.872405","","","",""
TR Wien Suedost SORHU41,APG,at,"48.128126, 16.420945","","","",""
TR Wien Suedost SORHU43,APG,at,"48.128126, 16.420945","","","",""
TR Wolmirstedt 220/400 404,50HERTZ,de,"52.2693, 11.639","","","",""
TR Wuergassen T421,TENNETGMBH,de,"51.64, 9.4","","","",""
TR Wuergassen T423,TENNETGMBH,de,"51.64, 9.4","","","",""
TR Wustermark 220/400 401,50HERTZ,de,"52.5609, 12.9419","","","",""
TR Wustermark 220/400 402,50HERTZ,de,"52.5609, 12.9419","","","",""
TR ZANDVLIET PST 2,ELIA,be,"51.36953, 4.248123","","","",""
TR ZANDVLIET PST 3,ELIA,be,"51.36953, 4.248123","","","",""
TR ZANDVLIET PST 4,ELIA,be,"51.36953, 4.248123","","","",""
TR Zaya ZYRHU41,APG,at,"48.60603, 16.79826","","","",""
TR Zell am Ziller ZZRHU41,APG,at,"47.236165, 11.898221","","","",""
TR Zell am Ziller ZZRHU42,APG,at,"47.236165, 11.898221","","","",""
TR1 400/220 kV Melina,HOPS,hr,"45.292037, 14.822617","","","",""
TR2 400/220 kV Melina,HOPS,hr,"45.292037, 14.822617","","","",""
TR4 400/220 kV Zerjavinec,HOPS,hr,"45.872531, 16.16076","","","",""
TRAN5 / GAVRE PERTA 1,RTE,fr,"50.0462979272178, 2.90508590988922",3.15,14.31,96.50,34.72
TRANS,RTE,fr,"43.51910390019799, 6.483979393145349",1.40,9.22,95.88,22.80
TREBACZEW,PSE,pl,"51.14, 18.92",1.22,13.90,150.56,42.80
TREGUEUX,RTE,fr,"48.49750955580327, -2.763947539732923",0.84,5.59,40.24,13.95
TREVAS,RTE,fr,"45.2446506557827, 4.16460526562854",2.46,11.38,73.97,27.12
TRICASTIN-POSTE (LE),RTE,fr,"44.35515712027055, 4.739431068096436",0.32,2.17,15.58,5.56
TRINITE-VICTOR,RTE,fr,"43.75364893585387, 7.325376193708457",1.09,4.94,34.56,12.19
TUCZNAWA,PSE,pl,"50.38, 19.33",0.70,7.86,91.04,25.00
TUILIERES,RTE,fr,"44.8444560838633, 0.635854236454193",4.11,18.66,129.34,45.98
Tabor,CEPS,cz,"49.4122656, 14.6910172",3.81,25.85,150.00,59.30
Tantareni,TEL,"","44.616226142857144, 23.49278514285714",1.90,16.74,214.00,102.00
Targoviste A,TEL,"","44.892637, 25.427041",3.60,21.20,136.00,50.00
Targoviste B,TEL,"","44.892637, 25.427041",3.60,21.20,136.00,50.00
Targu Jiu Nord,TEL,"","45.074778, 23.318138",1.35,7.57,49.00,18.00
Tariverde,TEL,"","44.574328, 28.593979",1.68,15.86,176.40,49.50
Tauern,APG,at,"47.277609000000005, 12.739695",1.99,38.32,584.65,139.70
Teleajen,TEL,"","44.951155, 26.073496",1.30,12.40,123.00,32.80
Ternitz,APG,at,"47.71730900000001, 16.074545",5.08,24.59,166.06,59.50
Teufelsbruch,50HERTZ,de,"52.585800000000006, 13.2166",0.72,7.74,129.81,29.60
Thyrow,50HERTZ,de,"52.27954, 13.345099999999999",2.06,17.31,312.53,69.44
Tiengen,TRANSNETBW,de,"47.64494444444444, 8.241871111111111",0.67,3.53,81.36,0.00
Tihau,TEL,"","47.236267, 23.327472",1.92,11.34,73.00,27.00
Timisoara,TEL,"","45.745875999999996, 21.285525999999997",1.70,10.30,66.00,25.00
Tiszalok,MAVIR,hu,"48.02364444, 21.30413611",4.84,25.30,165.88,96.70
Toponar,MAVIR,hu,"46.41356667, 17.83523611",2.63,30.79,308.19,91.90
Trebinje,HOPS,hr,"42.706589, 18.38035",0.43,2.28,14.79,1.32
Trennfeld,TENNETGMBH,de,"49.81, 9.6",9.69,44.78,334.96,114.79
Trossingen,TRANSNETBW,de,"48.07, 8.62",0.89,10.74,181.90,81.50
Tulcea Vest,TEL,"","45.152173, 28.758194",1.00,9.57,95.00,29.00
Tumbri,HOPS,hr,"45.775942037037034, 15.744136814814814",0.72,7.57,87.94,16.00
Turnu Magurele,TEL,"","43.757736, 24.899569",5.83,34.54,222.00,82.00
Turnu Severin Est,TEL,"","44.63678, 22.703110000000002",0.92,5.45,35.00,13.00
Tuzla,HOPS,hr,"44.530145, 18.686269",3.69,18.95,124.70,26.30
Twistetal,TENNETGMBH,de,"51.36945, 8.906152500000001",0.46,4.23,74.50,10.99
Tynec,CEPS,cz,"50.056595, 15.3617453",1.42,14.06,180.00,46.20
Uchtelfangen,AMPRION GMBH,de,"49.38173636363637, 7.002246363636363",2.80,23.99,415.70,95.36
Uentrop,AMPRION GMBH,de,"51.68991428571428, 7.997934285714286",0.41,3.77,64.60,14.90
Uerdingen,AMPRION GMBH,de,"51.3806, 6.65861",0.85,4.68,48.20,14.34
Ugljevik,HOPS,hr,"44.68264, 18.96798",1.57,17.01,181.46,52.60
Ungheni,TEL,"","46.50214866666667, 24.48617966666667",2.00,11.30,73.00,26.00
Unna,AMPRION GMBH,de,"51.5339, 7.71861",0.37,7.10,132.10,29.24
Unterweser,TENNETGMBH,de,"53.43, 8.47",0.71,7.98,104.61,27.08
Urberach,AMPRION GMBH,de,"49.9797, 8.776475",0.32,2.97,51.70,12.00
Urberach (NEU),AMPRION GMBH,de,"49.9747, 8.7722",0.56,5.25,91.20,20.90
Urechesti,TEL,"","44.971053, 23.256769",1.35,7.57,49.00,18.00
Utfort,AMPRION GMBH,de,"51.4756, 6.61889",0.79,7.19,122.00,28.28
V. Dur,SEPS,sk,"48.21179228571429, 18.431404285714283",0.15,1.96,27.16,7.10
V. Kapusany,SEPS,sk,"48.568969, 22.04007",1.42,15.25,191.91,50.20
V.Dur,SEPS,sk,"47.970239, 18.11536",1.11,13.23,203.53,95.50
V.Kapusany,SEPS,sk,"48.568969, 22.04007",0.83,8.70,87.80,12.44
VAL-DE-SEVRE,RTE,fr,"46.7509572492338, -0.656347459865903",4.50,16.30,106.31,38.69
VALDIVIENNE,RTE,fr,"46.47232052440287, 0.6565477851818627",1.52,19.97,331.64,22.40
VALENCE,RTE,fr,"44.9179850232959, 4.92704378570664",1.17,5.76,46.00,11.27
VALENCIENNES,RTE,fr,"50.3756738345128, 3.53860691208595",1.62,8.26,75.75,20.83
VALESCOURT,RTE,fr,"49.4829245141108, 2.45204241630379",2.06,13.76,99.26,34.43
VAN EYCK,ELIA,be,"51.12796716666666, 5.780591566666666",2.07,16.53,192.96,53.00
VANDIERES,RTE,fr,"48.960833520204304, 6.032592312432159",0.82,5.44,39.46,13.65
VARENNES (-SUR-FOUZON),RTE,fr,"47.1916010982987, 1.59677599877204",4.75,21.57,149.58,53.20
VAUJANY,RTE,fr,"45.155196325699904, 6.061421134808999",0.67,9.29,117.02,26.41
VAUPALIERE (LA),RTE,fr,"49.48925888109089, 1.0149075983493858",0.56,3.82,70.00,9.48
VE Padene,HOPS,hr,"44.064635, 16.101118",5.26,27.62,178.21,65.76
VENDIN,RTE,fr,"50.4683344203215, 2.86452397949115",0.29,1.94,14.13,4.88
VENISSIEUX,RTE,fr,"45.7262235984188, 4.9158220120381095",0.33,3.01,34.00,9.34
VENTHON-POSTE,RTE,fr,"45.693259538071, 6.4033803365752",0.39,1.58,10.00,3.79
VERFEIL,RTE,fr,"43.63559548608264, 1.6782640585314463",0.94,6.33,45.32,15.74
VERGER,RTE,fr,"47.72041913292403, 1.6066558622793985",0.72,7.29,90.07,23.93
VERLHAGUET,RTE,fr,"43.9869013410343, 1.32129964153635",2.04,9.14,68.41,24.27
VERSAILLES,RTE,fr,"48.7923439310128, 2.14805812952587",0.41,1.31,634.94,10.81
VERTEFEUILLE,RTE,fr,"50.6762386636799, 3.03729341516401",0.95,4.24,35.98,10.42
VERTOU,RTE,fr,"47.1829267590208, -1.48191846385785",1.07,4.89,33.10,11.89
VESLE,RTE,fr,"49.203928655788, 4.24299764598261",1.05,7.01,50.63,17.55
VIELMOULIN,RTE,fr,"47.33385962631683, 4.695298191895023",3.54,51.37,640.23,2.34
VIERRADEN,PSE,pl,"53.139700000000005, 14.32345",0.35,3.89,50.50,12.84
VIGNOL,RTE,fr,"47.3436834085344, 3.64882962575477",5.40,26.38,177.89,63.89
VIGY,RTE,fr,"49.21011050236615, 6.318280686020477",0.74,10.27,178.75,40.20
VILLARODIN,RTE,fr,"45.2127612521992, 6.71536594106154",0.36,5.04,32.49,11.47
VILLECHETIVE,RTE,fr,"48.0979280560907, 3.47878443451387",1.12,12.27,125.08,36.40
VILLEJUST,RTE,fr,"48.68834675491461, 2.2418327428246716",0.45,4.38,59.99,15.22
VILLEMANDEUR,RTE,fr,"47.9936774936103, 2.71647591125675",1.68,11.50,81.95,28.56
VILLENEUVE-ST-GEORGES,RTE,fr,"48.75429786841621, 2.44634668996253",0.42,2.62,40.62,6.72
VILLERAS,RTE,fr,"48.7454786393163, 2.1784337847822",0.17,0.86,322.23,5.10
VILLERBON,RTE,fr,"47.6539187812369, 1.33413319041269",0.81,8.18,101.06,26.82
VILLEROUX,ELIA,be,"49.9759009, 5.6626348",3.43,9.67,108.42,33.20
VILLEVAUDE,RTE,fr,"48.9100206181369, 2.66945466459551",0.73,3.39,23.73,8.38
VILLIERS-LE-BEL,RTE,fr,"49.0110144298117, 2.40783241091977",0.19,1.28,9.19,3.26
VINCEY,RTE,fr,"48.3533884317244, 6.32591136344114",0.82,8.95,101.82,28.06
VINS,RTE,fr,"43.4356605008364, 6.1122735491254",1.67,11.09,91.81,27.76
VIRADEL,RTE,fr,"44.14447379447167, 4.184052493399316",2.89,18.25,173.84,46.49
VITTEL,RTE,fr,"48.1896333273406, 5.95038088987168",2.12,14.10,101.88,35.26
VOGELGRUN,RTE,fr,"48.0185335091528, 7.57192587539078",2.09,13.94,98.34,34.53
VOID,RTE,fr,"48.7090360257331, 5.61322764937082",1.93,12.85,93.11,32.17
VOLVIC,RTE,fr,"45.8894724969511, 3.06575493332909",0.87,6.07,42.00,15.03
VOLVON,RTE,fr,"45.569581987157605, 4.33152792865734",0.89,5.96,42.86,14.86
VOUGLANS,RTE,fr,"46.393740880683, 5.655220846856349",2.28,14.65,108.09,37.47
Van Eyck,TENNET NL,nl,"51.14065025, 5.85196245",0.14,1.58,22.84,8.10
Varin,SEPS,sk,"49.21427124, 18.8631432",0.52,5.49,68.86,18.80
Varna,TEL,"","43.314867, 27.508821",1.25,18.13,250.61,128.51
Velebit,HOPS,hr,"44.2075, 15.75472",3.22,33.60,354.46,100.83
Velky Dur,SEPS,sk,"48.216077999999996, 18.43569",0.16,2.06,28.65,6.90
Veltheim,TENNETGMBH,de,"52.115, 8.555",2.96,12.30,152.51,40.70
Vernerov,CEPS,cz,"50.400449, 13.242527",0.28,2.97,41.00,10.40
Vetis,TEL,"","47.787527, 22.77586",2.45,14.70,94.50,35.00
Vierraden,50HERTZ,de,"53.1087, 14.2777",2.36,22.45,442.51,92.26
Vierverlaten,TENNET NL,nl,"53.21666666666667, 6.476666666666667",0.55,6.05,108.89,23.74
Vieselbach,TENNETGMBH,de,"51.00645384615385, 11.130253846153845",2.54,19.59,245.67,65.76
Vijfhuizen,TENNET NL,nl,"52.379999999999995, 4.71",0.37,2.86,164.00,12.20
Vill,TENNETGMBH,de,"47.25000000000001, 11.4",1.11,6.40,59.64,0.00
Villach Süd,APG,at,"46.5531, 13.8281",0.43,4.92,64.40,59.20
Villingen,TRANSNETBW,de,"48.05, 8.47",0.45,3.82,78.23,16.20
Vitkov,CEPS,cz,"50.1599242, 12.6773419",1.76,23.90,360.00,86.80
Voehringen,APG,at,"48.12162857142857, 10.195514285714285",2.25,19.98,1081.25,47.00
Voerden,TENNETGMBH,de,"51.81, 9.22",0.01,0.07,1.09,0.26
Vogelgrun,TRANSNETBW,de,"48.018533504576396, 7.57192587769539",0.54,2.98,32.52,17.01
Vojany,SEPS,sk,"48.553539, 21.97039",4.98,32.97,221.49,83.00
Vola,SEPS,sk,"48.858041, 21.847354",1.42,15.25,191.91,50.20
Voslapp,TENNETGMBH,de,"53.59, 8.05",0.07,0.70,10.32,2.52
Vulcanesti,TEL,"","45.683536, 28.406739",0.58,8.57,112.45,6.10
Vyskov,CEPS,cz,"50.41096100000001, 13.711889500000002",0.69,8.03,122.00,28.90
Vöhringen,TRANSNETBW,de,"48.2789, 10.031875",0.25,2.10,36.55,0.00
WANDA,PSE,pl,"50.06, 20.08",1.03,6.48,44.42,15.90
WARANDE,RTE,fr,"50.957181256059286, 2.168783766127844",0.85,5.68,41.09,14.20
WEPPES,RTE,fr,"50.6484256291885, 2.90066621723428",0.76,5.07,36.43,12.64
WIELOPOLE,PSE,pl,"50.069680033333334, 18.527932066666665",1.34,12.82,160.90,48.12
WLOCLAWEK AZOTY,PSE,pl,"52.70000000000001, 18.79",3.57,26.55,192.52,63.50
WROCLAW,PSE,pl,"51.05, 17.07",1.20,12.50,168.84,43.30
WRZOSOWA,PSE,pl,"50.75, 19.17",0.28,2.02,14.13,5.00
Wagenham,APG,at,"48.09901, 13.10367",1.99,38.32,584.65,139.70
Wahle,TENNETGMBH,de,"52.335, 10.365",2.53,21.76,382.27,85.80
Waldeck,TENNETGMBH,de,"51.17, 9.06",0.09,0.86,15.04,3.36
Waldlaubersheim,AMPRION GMBH,de,"49.9222, 7.81615",1.74,14.86,257.40,59.06
Walgau,TRANSNETBW,de,"47.169444999999996, 9.73999",0.19,2.24,25.92,0.00
Wallsee,APG,at,"48.051023, 14.696797",2.33,12.26,83.35,29.70
Walsum,AMPRION GMBH,de,"51.53113333333334, 6.720273333333334",0.08,0.46,5.50,1.52
Wambel,AMPRION GMBH,de,"51.542500000000004, 7.53278",1.17,7.90,90.40,25.51
